Food Code,Food Name (minerals indian.csv),Food Category,Energy,Carbs,Fat,Protein,Fat value,Alpha Lino-lenic,Arachidic,Arginine,Behenic,Calcium,Carotene(µg),Chlorine,Choline-(mg),Chromium,Copper,Cystine,Folicacid(mg),Folicfree(mg),Histidine,IDF(g),Iron,Isole-ucine,Leucine,Ligno-ceric,Linoleic,Lysine,Magn-esium,Mang-anese,Methi-onine,Molyb-denum,Niacin(mg),Number of Records,Oleic,Palmi-toleic,Palmitic,Phenyl-alanine,Phosp-horus,Potassium,Riboflavin(mg),SDF(g),Sodium,Stearic,Sulphur,TDF(g),Thiamine(mg),Thre-onine,Total Mono Unsa-turates,Total N,Total Poly Unsaturates,Total Satur-ates,Trypt-ophan,Tyrosine,Valine,Vitamin-C(mg),Zinc
,TETROLOBAR BEAN,,,4.8,,,,,,,,30,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,20,0,,,0,,0,,,,,,,,,,,,0
,WATER LILY FLOWERS,,,5.4,,,,,,,,29,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,18,0,,,0,,0,,,,,,,,,,,,0
544,ADDA SEED (kernel),,493,28.6,,27.3,29.9,,,530,,302,0,0,0,0,0,0,0,0,90,,6.8,260,410,,,260,0,0,60,0,1.1,1,,,,200,718,0,0.2,,0,,0,,0.2,190,,4.37,,,50,0,260,0,0
,JUNGLI BADAM,,,0,,,,,,,,33,,12,,0,0.8,,,,,,1.7,,,,,,274,0,,0,,1,,,,,415,517,,,0,,122,,,,,,,,,,,,0
,OYSTER NUT,,,0,,,,,,,,10,,0,,0,0,,,,,,4.1,,,,,,0,0,,0,,1,,,,,570,0,,,0,,0,,,,,,,,,,,,0
,MANGO SEED KERNEL,,,35.9,,,,,,,,40,,0,,0,0,,,,,,0.7,,,,,,0,0,,0,,1,,,,,110,0,,,0,,0,,,,,,,,,,,,0
,ROSELLE SEEDS,,,30.9,,,,,,,,300,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,600,0,,,0,,0,,,,,,,,,,,,0
,BAJJAR BHANG,,,61.6,,,,,,,,83,,23,,0,0,,,,,,20,,,,,,405,0,,0,,1,,,,,424,0,,,0,,0,,,,,,,,,,,,0
,"TAMARIND SEED KERNEL, roasted",,,64.1,,,,,,,,121,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,237,0,,,0,,0,,,,,,,,,,,,0
,PUMPKIN SEED,,,15.6,,,,,,,,50,,0,,0,0,,,,,,5.5,,,,,,0,0,,0,,1,,,,,830,0,,,0,,0,,,,,,,,,,,,0
552,OKRA (whole seed),,0,0,,21.1,17.9,,,860,,0,0,0,0,0,0,0,0,0,220,,0,260,450,,,580,0,0,140,0,0,1,,,,250,0,0,0,,0,,0,,0,220,,0,,,110,180,360,0,0
553,OKRA (kernel),,0,0,,38.9,36.5,,,850,,0,0,0,0,0,0,230,0,0,200,,0,250,490,,,540,0,0,130,0,0,1,,,,290,0,0,0,,0,,0,,0,0,,0,,,120,200,300,0,0
,CLEOME VISCOSA defatted seed cake,,,0,,,,,,,,0,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,0,0,,,0,,0,,,,,,,,,,,,0
555,MARKING NUT (kernel),,587,28.4,,26.4,36.4,,,600,,295,0,0,0,0,0,0,0,0,110,,6.1,270,460,,,260,0,0,90,0,0,1,,,,220,836,0,0,,0,,0,,0,130,,4.22,,,60,0,300,0,0
,BAINCHA,,,22.7,,,,,,,,100,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,100,0,,,0,,0,,,,,,,,,,,,0
,BAMBOO FRUIT,,,34.2,,,,,,,,10,,0,,0,0,,,,,,1.5,,,,,,0,0,,0,,1,,,,,110,0,,,0,,0,,,,,,,,,,,,0
,BLACKBERRY,,,6.7,,,,,,,,30,,0,,0,0,,,,,,4.3,,,,,,0,0,,0,,1,,,,,20,0,,,0,,0,,,,,,,,,,,,0
,BOROOEE,,,17.6,,,,,,,,68,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,64,0,,,0,,0,,,,,,,,,,,,0
,CARAMBOLA,,,6.1,,,,,,,,4,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,11,0,,,0,,0,,,,,,,,,,,,0
,CHERIMOYER,,,20.2,,,,,,,,30,,0,,0,0,,,,,,0.4,,,,,,0,0,,0,,1,,,,,20,0,,,0,,0,,,,,,,,,,,,0
,DURIAN,,,34.1,,,,,,,,10,,0,,0,0,,,,,,1,,,,,,0,0,,0,,1,,,,,50,0,,,0,,0,,,,,,,,,,,,0
,GAB,,,26.6,,,,,,,,58,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,27,0,,,0,,0,,,,,,,,,,,,0
,JURMATA,,,43.3,,,,,,,,115,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,101,0,,,0,,0,,,,,,,,,,,,0
,KESAUR,,,17,,,,,,,,11,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,15,0,,,0,,0,,,,,,,,,,,,0
,KILA PAZHAM,,,11.5,,,,,,,,20,,0,,0,0,,,,,,1.4,,,,,,0,0,,0,,1,,,,,10,0,,,0,,0,,,,,,,,,,,,0
,KUSUM FRUITS,,,9.9,,,,,,,,15,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,42,0,,,0,,0,,,,,,,,,,,,0
,LANGSAT,,,9.5,,,,,,,,20,,0,,0,0,,,,,,0.5,,,,,,0,0,,0,,1,,,,,30,0,,,0,,0,,,,,,,,,,,,0
,"MATASURA, whole fruit",,,10.6,,,,,,,,138,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,28,0,,,0,,0,,,,,,,,,,,,0
,"MATASURA, skin & pulp",,,9.1,,,,,,,,16,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,22,0,,,0,,0,,,,,,,,,,,,0
,MULCHARI,,,35.9,,,,,,,,212,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,30,0,,,0,,0,,,,,,,,,,,,0
,NEEM FRUIT,,,15.1,,,,,,,,25,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,41,0,,,0,,0,,,,,,,,,,,,0
,NISORHA,,,12.2,,,,,,,,40,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,60,0,,,0,,0,,,,,,,,,,,,0
,PANIYALA,,,19.9,,,,,,,,43,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,25,0,,,0,,0,,,,,,,,,,,,0
,PAPA,,,34.9,,,,,,,,24,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,91,0,,,0,,0,,,,,,,,,,,,0
,PERAR,,,12.5,,,,,,,,33,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,13,0,,,0,,0,,,,,,,,,,,,0
,PIPAL TREE FIGS,,,21.2,,,,,,,,289,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,89,0,,,0,,0,,,,,,,,,,,,0
,PIYAL,,,19.5,,,,,,,,78,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,28,0,,,0,,0,,,,,,,,,,,,0
,RAYAN,,,27.7,,,,,,,,83,,0,,0,0,,,,,,0.9,,,,,,0,0,,0,,1,,,,,17,0,,,0,,0,,,,,,,,,,,,0
,SIRK,,,33.3,,,,,,,,270,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,94,0,,,0,,0,,,,,,,,,,,,0
,STAR APPLE,,,6.3,,,,,,,,5,,0,,0,0,,,,,,0,,,,,,0,0,,0,,1,,,,,10,0,,,0,,0,,,,,,,,,,,,0
,THAVITTU PAZHAM,,,10.7,,,,,,,,40,,19,,0,0.2,,,,,,0.9,,,,,,30,0,,0,,1,,,,,15,106,,,7.7,,30,,,,,,,,,,,,0
,TUMKI,,,26.8,,,,,,,,60,,0,,0,0,,,,,,0.5,,,,,,0,0,,0,,1,,,,,20,0,,,0,,0,,,,,,,,,,,,0
,VIKKI PAZHAM,,,36.2,,,,,,,,37,,85,,0,0.1,,,,,,311,,,,,,37,0,,0,,1,,,,,26,435,,,3.9,,68,,,,,,,,,,,,0
,BOORDOOD,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,DHAUNS,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,FIELD RAT's MEAT,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,MEAT OF NARROW SNOUTED CROCODILE,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,RED ANTS WITH EGGS,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,WOOD SAND PIPER,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,YEAST DRIED (brewer's),,,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,YEASR DRIED(food),,,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,COCONUT water,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Fruit juice,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Tea with Milk 100 ml,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Coffee with Milk 100 ml,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Common Salt,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Pappad,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Ajinomoto,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Vinegar,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,Soya sauce,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
505,VELAIKEERAI (defatted seed cake),,,,,,,,,115,,,,,,,,0,,,27,,,37,71,,,31,,,14,,,1,,,,52,,,,,,,,,,38,,0,,,5,25,53,,
591,"YEAST, dried (Brewers)",,,,,,,,,310,,,,,,,,60,,,160,,,370,500,,,570,,,100,,,1,,,,300,,,,,,,,,,350,,6.32,,,0,260,460,,
452,AMARANTH SEEDS,,,,,,,,,560,,,,,,,,0,,,121,,,211,403,,,301,,,111,,,1,,,,273,,,,,,,,,,275,,0,,,59,236,241,,
721,GOA BEANS (tuber),,,,,,,,,275,,,,,,,,0,,,103,,,262,0,,,318,,,162,,,1,,,,306,,,,,,,,,,325,,0,,,0,212,343,,
,MAIZE (dry),,,,4.8,,,0.05,0,,0,,,,,,,,,,,,,,,0,2.2,,,,,,,1,1.1,0,0.7,,,,,,,0.2,,,,,1.1,,2.25,0.9,,,,,
,RICE (raw - milled),,,,1.7,,,0.01,0,,0,,,,,,,,,,,,,,,0,0.5,,,,,,,1,0.4,0,0.4,,,,,,,0.05,,,,,0.4,,0.51,0.45,,,,,
,WHEAT (whole),,,,2.9,,,0.17,0,,0,,,,,,,,,,,,,,,0,1.1,,,,,,,1,0.3,0,0.4,,,,,,,0.1,,,,,0.3,,1.27,0.5,,,,,
,BENGAL GRAM (whole),,,,6.9,,,0.2,0,,0,,,,,,,,,,,,,,,0,3.5,,,,,,,1,1.2,0,0.5,,,,,,,0.07,,,,,1.2,,3.7,0.57,,,,,
,GREEN GRAM (whole),,,,1.7,,,0.2,0,,0,,,,,,,,,,,,,,,0,0.6,,,,,,,1,0.05,0,0.4,,,,,,,0.05,,,,,0.05,,0.8,0.45,,,,,
,COCONUT (dry),,,,40,,,0.2,0,,0,,,,,,,,,,,,,,,0,10,,,,,,,1,21,0,3.5,,,,,,,1.7,,,,,21,,10.2,8.8,,,,,
,MUSTARD SEEDS,,,,40,,,3.5,0,,0,,,,,,,,,,,,,,,0,5,,,,,,,1,5,0,0.4,,,,,,,0.2,,,,,27,,8.5,2,,,,,
,CHILLIES (dry),,,,9,,,0.48,0,,0,,,,,,,,,,,,,,,0,2.1,,,,,,,1,4.7,0,0.3,,,,,,,0.08,,,,,4.7,,2.58,0.38,,,,,
,CORIANDER SEED,,,,10,,,1.9,0,,0,,,,,,,,,,,,,,,0,3.4,,,,,,,1,1.5,0,0.9,,,,,,,0.3,,,,,1.5,,5.3,1.2,,,,,
,CUMIN SEEDS,,,,20,,,0.02,0,,0,,,,,,,,,,,,,,,0,3,,,,,,,1,12.5,0,0.06,,,,,,,0.1,,,,,12.5,,3.02,0.7,,,,,
,FENUGREEK SEEDS,,,,40,,,0,0,,0,,,,,,,,,,,,,,,0,0.6,,,,,,,1,3.2,0,8,,,,,,,4,,,,,3.2,,0.6,36,,,,,
,BUTTER,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,2.5,,,,,,,1,28,0,29.4,,,,,,,13.5,,,,,28,,2.5,69.4,,,,,
,OTHER LEAFY VEGETABLES,,,,0.4,,,0.15,0,,0.027,,,,,,,,,,,,,,,0,0.04,,,,,,,1,0.025,0,0.05,,,,,,,0.01,,,,,0.025,,0.19,0.09,,,,,
,OTHER VEGETABLES,,,,0.6,,,0.06,0,,0,,,,,,,,,,,,,,,0,0.08,,,,,,,1,0.15,0,0.15,,,,,,,0.002,,,,,0.15,,0.14,0.152,,,,,
,GROUNDNUT OIL,,,,0,,,0,4.2,,2.1,,,,,,,,,,,,,,,0.3,29.9,,,,,,,1,47.9,1.4,12.6,,,,,,,1.7,,,,,49.3,,29.9,20.9,,,,,
,SUNFLOWER OIL,,,,0,,,0,0.9,,0,,,,,,,,,,,,,,,0.4,66.2,,,,,,,1,25.1,0,5.6,,,,,,,2.2,,,,,25.1,,66.2,9.1,,,,,
,MUSTARD OIL,,,,0,,,14.5,6.9,,0,,,,,,,,,,,,,,,0,18.1,,,,,,,1,8.9,0.6,2.9,,,,,,,0.9,,,,,56,,32.6,10.7,,,,,
,COCONUT OIL,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,2,,,,,,,1,7.8,0,7.8,,,,,,,2.3,,,,,7.8,,2,89.5,,,,,
,GINGELLY OIL,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,44.5,,,,,,,1,41.2,0.1,9.7,,,,,,,4,,,,,41.3,,44.5,13.7,,,,,
,SOYA BEAN OIL,,,,0,,,6.5,0.9,,0,,,,,,,,,,,,,,,0,50.7,,,,,,,1,28.9,0,9.8,,,,,,,2.4,,,,,28.9,,57.2,13.1,,,,,
,RICE BRAN OIL,,,,0,,,1.4,0,,0,,,,,,,,,,,,,,,0,34.3,,,,,,,1,41,0,19.5,,,,,,,2.6,,,,,41,,35.7,22.1,,,,,
,PALMOLEIN OIL,,,,0,,,0.3,0,,0,,,,,,,,,,,,,,,0,10.3,,,,,,,1,41,0.4,42.3,,,,,,,3.5,,,,,41.4,,10.6,47.7,,,,,
,COTTON SEED OIL,,,,0,,,0,1.3,,0,,,,,,,,,,,,,,,0.1,50.9,,,,,,,1,22.9,0,23.4,,,,,,,1.1,,,,,22.9,,50.9,25.9,,,,,
,BLACK GRAM (whole),,,,1.7,,,0.7,0,,0,,,,,,,,,,,,,,,0,0.1,,,,,,,1,0.2,0,0.2,,,,,,,0.05,,,,,0.2,,0.8,0.3,,,,,
,CORN OIL,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,57.4,,,,,,,1,29.6,0,10.7,,,,,,,1.7,,,,,29.6,,57.4,12.7,,,,,
,OLIVE OIL,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,10,,,,,,,1,74.5,0,12.5,,,,,,,2.3,,,,,74.5,,10,14.8,,,,,
,PALM OIL,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,10,,,,,,,1,0,43.7,42,,,,,,,4.3,,,,,43.7,,10,46.3,,,,,
,SAFFLOWER OIL,,,,0,,,0,0.8,,0,,,,,,,,,,,,,,,0,73.5,,,,,,,1,16.7,0,7.8,,,,,,,2.1,,,,,16.7,,73.5,10.7,,,,,
,LARD,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,11,,,,,,,1,99.999,0,26.2,,,,,,,20,,,,,45.2,,11,46.2,,,,,
,TALLOW,,,,0,,,0,0,,0,,,,,,,,,,,,,,,0,4.2,,,,,,,1,40.9,0,27.9,,,,,,,21.3,,,,,40.9,,4.2,54.9,,,,,
,RED GRAM (whole),,,,2.2,,,0.1,0,,0,,,,,,,,,,,,,,,0,0.1,,,,,,,1,0.1,0,0.4,,,,,,,0.08,,,,,0.1,,1.1,0.48,,,,,
,PEA,,,,2.1,,,0.15,0,,0,,,,,,,,,,,,,,,0,0.8,,,,,,,1,0.4,0,0.2,,,,,,,0.06,,,,,0.4,,0.95,0.26,,,,,
,BEANS (FRESH),,,,0.2,,,0.04,0,,0,,,,,,,,,,,,,,,0,0.07,,,,,,,1,0.009,0,0.04,,,,,,,0.007,,,,,0.009,,0.11,0.047,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
